id,text,sentiment,human_sentiment
262,"Sales Of The iPhone 6 Plus Have Settled A Long-Running Argument About Apple And Smartphones $AAPL #aapl
http://t.co/4oaDjSZwg9",0,neutral
263,Love the @Apple is supporting #HourOfCode with workshops! :) http://t.co/WP8D0FNjNu,1,positive
264,Changing words that aren't even misspelled like where do they REALLY do that at???? I would really like to know. @apple,-1,negative
265,"#mkt Final #AAPL #PutCallRatios for Thursday, December 4, 2014:  http://t.co/pSiLO8mepA",0,neutral
266,@daulfn @AppleUK_ @Apple It's what most of our devs do,0,neutral
267,@OneRepublic @Apple THIS IS SO BEAUTIFUL,1,positive
268,"@Apple @iCloud Family in-app purchase approvals broken since Friday? You might have some very unhappy, money-losing developers come Monday.",-1,negative
269,@apple Excellent customer service thanks Ian #applestorecoventgarden,1,positive
270,@sometimesboring also wtf @apple i dont even live in kirkby,-1,negative
271,"In first-ever Apple Watch hackathon, apps and challenges emerge $AAPL #aapl
http://t.co/rmYFzMIE5K",0,neutral
272,Follow all developments in the #AAPL DRM trial that is finally underway. https://t.co/W9mVJwhtNQ,0,neutral
273,that yosemite update is so annoying i regret installing it -_- @apple sort out your shit bro,-1,negative
274,RT @WillliamLemar: RT @JustPoetic_: Why the fuck is there a 'recently deleted' photo album? @Apple,-1,negative
275,"We know that @Apple have a strong supply chain, but what is it that makes it that way? #SupplyChain #Operations http://t.co/Pk95RjYhcV",0,neutral
276,#Apple Inc. and #Facebook Clash; Neither Is Wrong | The Motley Fool #fb #aapl http://t.co/AAy60rtQFC,0,neutral
277,Cheeky @apple...  Very cheeky.... No dice though... You can't own 'App Store' it's a description not a product - http://t.co/8L7VeRuzfs,-1,negative
278,Got to hear about the new patent by apple ... and that's a quite innovative idea.... @apple.  The mobile screen will never break in future,1,positive
279,BloombergTV:  #Wozniak: What Really Happened in #SteveJobs' Garage http://t.co/dmNbZukzoz #aapl,0,neutral
280,waiting a week for a DUNS number is preventing me from being able to build and release a client's iOS app. @apple why do you hate me so?,-1,negative
281,RT @hypebot: Steve Job's Deposition in #iPod Lawsuit Could Cost @Apple $1 Billion http://t.co/7vDXwvxKpe #MusicBiz #MusicIndustry #Apple,-1,negative
282,Thought this just happened to me. Why I HATE @apple to this day. http://t.co/19G2JYZOGI via @rollingstone,-1,negative
283,@apple is laughing its pants off with the school programs here in Australia. They even manage to wringe money out of the poorest of people,-1,negative
284,#NYC #EricGarner protesters stage 'Die In' @Apple store http://t.co/5y1RRbx0SC LIVE @Rebelutionary_Z #BlackLivesMatters #ShutItDown,0,neutral
285,Foreign Currency Exchange May Be A Headwind For Apple (AAPL) http://t.co/rMPiMkvLsH #AAPL,0,neutral
286,"In case of accident, have you downloaded our free @Apple app yet #Winnipeg http://t.co/xFhk6vBQnl",0,neutral
287,.@tim_cook That rage when dealing @Apple Geniuses when they maintain 'it's not a known issue' when a simple google search shows it's a big 1,-1,negative
288,CNBCTV:  Citi's #Apple optimism #aapl http://t.co/CGRe961fib,0,neutral
289,"Dan Nathan: How To Profit From Apple Stock? 
$AAPL #aapl
http://t.co/wkEoflid2Q",0,neutral
290,Thank you @Apple for fixing the #Swift sourcekit crashes in #XCode :). Life is better now! http://t.co/NbRWTTcZ35,1,positive
291,"Fucking goddamn stupid @apple @iTunes , ur too fucked up! #JustSayin #iTunes",-1,negative
292,"Is it just me, who feels #Yosemite eats more battery &amp; Resource than #Mavericks?  @Apple are you reading this?",-1,negative
293,@whereiscooldude @Cyrus_T_Virus @Apple wait no im okay here but yeah actually we should burn it down,-1,negative
294,How many of @apple's top apps of 2014 do you have downloaded on your phone? http://t.co/BTOgs1cDGc,0,neutral
295,So cool! @Apple stores will host free 'Hour of Code' workshops on Dec. 11 to promote computer science: http://t.co/HrOHssVtK1 #tech,1,positive
296,@apple why did you make it so difficult to get help with your products?  I just wasted 45 minutes of my life online and still am nowhere.,-1,negative
297,Currently on hold with @Apple in Cupertino to try to set up a Genius Bar appointment in Madrid #dontask,-1,negative
298,"@CadeRageous Thx RT .@Apple Own 2600 digital languages (IP) = NEW #internet Leader,10% of cost of #DIY .@googlenexus http://t.co/sQv0FmaPGO",0,neutral
299,I don't know what you're trying to do @apple but phone updates are turned off. Thanks for letting me 'aware' by error http://t.co/yMyoY61hz5,-1,negative
300,"YES.  RT @garrett_wollman: No, @Apple, don't 'remind me tomorrow'. Just f'ing TELL ME what the updates you want to install actually ARE.",-1,negative
301,RT @Sjado: @Listen2Lena 3x bonus airmiles @Apple right now! #airmilesshops,0,neutral
302,@Apple now is your chance with Apple TV.  #Verizon #FIOS is going downhill fast.  They are now using crappy plastic STBs with no displays!,0,neutral
303,These Damn @Apple Commercials Are Getting Worse and Worse,-1,negative
304,.@apple MacMail on OS X #Yosemite is really giving me a hard time. Is there an alternative email program out there? #YosemiteProblems,-1,negative
305,"@apple should buy @nintendo and @sega. They'd get emulation, characters, game content/portfolios, brand recognition, and developer contacts.",0,neutral
306,Yeeaaayyy....awesome OS X Yosemite 10.10.1 roccckkkssss m/ https://t.co/cK8wPnN91V @satan_oppa @apple,1,positive
307,#Russia is selling its banned #SteveJobs #tribute #statue | @CultofMac http://t.co/RPsHWCAr3s #Apple #AAPL #iPhone #memorial #bastards,0,neutral
308,Seems similar to @Apple or @Google doing a cloud backup of my pictures. #OnlineFootprint #ModicumOfPrudence,0,neutral
309,Lol  RT @Ms_BiAnCa_BiSa: @MhDaDon @Apple I haven't decided yet. I might get bourgeois about it,0,neutral
310,fucking @apple are memer FAGGOTS http://t.co/w8hbpxTRCJ,-1,negative
311,And how about kids?  Do parents need to monitor the @Apple power cords daily to make sure they are still safe?  #AppleCordFire,-1,negative
312,Will #Apple Inc.'s Profit Margin Continue Upward? | The Motley Fool #aapl http://t.co/oSlDAHbkJP,0,neutral
313,Hey @apple let us get some Star Wars action on iTunes.,0,neutral
314,"RT @BGPublic: Even MORE reason for @Apple to stop using benzene in its manufacturing.

http://t.co/NjdYqwfVAE",-1,negative
315,"As a die hard @Apple customer, I must say I am truly displeased with the customer service I was given today. #badservice #Apple",-1,negative
316,@nickruz4 @Apple I can't I just got a new phone /;,0,neutral
317,Thank you @apple #AppleSantaMonica for fixing my friend's phone in less than 2 hours free of charge. You guys are the best.,1,positive
318,#Winter can be scary but you can stay safe #Winnipeg with our free @Apple app http://t.co/wYJVGqW6qT,0,neutral
319,#AAPL:10 Steve Jobs emails you need to read...http://t.co/82G1kL94tx,0,neutral
320,Imovie screws up my project yet again. I really hate @apple,-1,negative
321,"Apple Pay And Services Lead To Price Target Upgrade For Apple Inc.  $AAPL #aapl
http://t.co/Ot41TSjQlG",0,neutral
322,90% nd i aint even leave the house yet @apple water u doin fam,-1,negative
323,"Apple: Facing A Challenge From Google's Android $AAPL #aapl
http://t.co/mpcU3cC4fM",0,neutral
324,The rumoured @oppo R8207 looks very similar to a certain @Apple #iPhone6 http://t.co/eSUoXuE4lr,0,neutral
325,@OneRepublic @Apple does pilot fly with us? ;-),0,neutral
326,@DUNS4Apple @sashametro @Apple Your definition of 'easy' is warped. Thanks for the useless corporate speak.,-1,negative
327,Pacific Crest's #Apple Analyst Reiterates Selling Some Shares - Forbes #aapl http://t.co/4WRGdhxi0G,0,neutral
328,@Jon_Favreau movie 'chef' so original &amp; well executed. Reminded me of the days Steve Jobs dreaming up @apple and then created the #iPhone,1,positive
329,"#AAPL:Buzz Stocks: Apple Inc. (AAPL), RadioShack Corporation, and dELiA's, I...http://t.co/OgEzr09gUL",0,neutral
330,@DelenaNian4eva_ @Apple chill?,0,neutral
331,My fix for syncdefaultsd crashing every five minutes and losing preference settings: keep System Preferences open @Apple,-1,negative
332,"@Apple was fighting a 'never ending battle' against hackers of #iTunes, says chief Eddy Cue in #antitrust trial http://t.co/OlmqSV8R0H",0,neutral
333,"Guys at @Apple, is this serious? #Yosemite full of stupid and ugly bugs. Feeling #sad. (cc @tim_cook,@therealjonyive) http://t.co/42Mjc3SsJE",-1,negative
334,"#New @Apple [#Apple] #iPhone with 4in screen for #one. (#Sunday, 7 #December) http://t.co/cBdPX3qCVh",0,neutral
335,I have to be honest. My once great fanaticism for @Apple is turning into an equally great dislike.,-1,negative
336,my iphone 6 FINALLY came after almost 3 weeks don't think I'll forget this @apple,-1,negative
337,"YouTube Apple TV App Updated With Streamlined Interface, Video Advertisements http://t.co/6AzEBmp83T #AAPL",0,neutral
338,"Apple Plans to Launch iPhone 6 Mini Version in 2015  $AAPL #aapl
http://t.co/CIvVif64xC",0,neutral
339,Danger* but ok @Apple wanna fuck with me,-1,negative
340,"#iPhone6 sales success gives @Apple [#Apple] best ever UK market position. (#Thursday, 4 #December) http://t.co/HfvAuOzsoX",1,positive
341,"iPhone 7 Release Date With Top 10 Most Needed Features $AAPL #aapl
http://t.co/6jmAQkj3rj",0,neutral
342,Apple TV fades away in streaming video player market - @Apple #vod #streaming http://t.co/5jYgtiCWlc,-1,negative
343,@Apple there isn't a puke emoji I'm pissed fix it fat,-1,negative
344,@GriffinNW @Apple @tacobell I love you @tacobell!,1,positive
345,Attn @Apple :  Buy these guys &amp; make #AppleTV what it should be. 'Fan TV' Heads for the exit   http://t.co/mCPfhvKilJ via @pkafka,0,neutral
346,Apple Is Warming Up To Social Media: Apple is hiring a social media guru in L.A. Will @Apple finally tweet?Her... http://t.co/lXnHXmdt9S,0,neutral
347,"@NevBackwoods exactly. Come on @apple / other phone companies, get yo shit together",-1,negative
348,"The difference between @Apple and everyone else, in one photo http://t.co/RXaKDAJrwm via @qz",0,neutral
349,"RT @JPDesloges: Apple to launch 4-inch iPhone next year: Report $AAPL #aapl
http://t.co/x3lzm9bOoM",0,neutral
350,#AAPL:In Their Own Words: Investor Robin Chan Talks About Xiaomi's Lei Jun...http://t.co/kwkPByJ4p7,0,neutral
351,Khloe Kardashian has a black iPhone 6 but I still don't have mine???... @Apple whats going on huh? picking favorites? you biased fucks,-1,negative
352,"UBS Says Consensus on December Quarter Apple  iPhone Units Could be 10% Low $AAPL #aapl
http://t.co/wao7GqQ411",0,neutral
353,@Apple iSchool? http://t.co/CMo0TsbHpI #education @applenws,0,neutral
354,Props for @apple iTC App Review Team for reviewing metadata rejected resubmission in just 2 hours! Thanks!,1,positive
355,"@marxculture @AppleUK_ @Apple ugh, I'm no longer a dev, remember? I now wear a suit. Oh wait, I don't like suits :) Yeh I'll probly do it...",0,neutral
356,@apple IOS8 is still shit,-1,negative
357,"@Apple [#Apple] #Loop: #iPhone6S Rumors, #Steve Job's Garage Myth, iPhone 6C Speculation. (#Saturday, 6 #December) http://t.co/kZ27zJxqhf",0,neutral
358,RT @nicwill30: Shout out to @Apple for making crappy iPhone alarms that don't go off and make me late for my final..,-1,negative
359,The only reason I have an iPhone is because of iMessage. @apple BRUH make a better battery,-1,negative
360,"#Verr?cktes #Ger?cht: #iPhone6s zum @Apple [#Apple] Watch. (#Wednesday, 3 #December) http://t.co/mSMQYRTUTO",0,neutral
361,Thanks for pushing me into #yosemite @apple it has been the #WORST so slow and clunky. #cantgoback #misssnowleopard #whathappened,-1,negative
362,@apple make SD cards so we can add memory to our iPhone because we all know you won't allow SD cards until you profit from it,-1,negative
363,@Apple announces its top apps of 2014. Did your favourite app make the list? (via @mashable) #AppStore2014 http://t.co/rAaX3Wp3q2,0,neutral
364,RT @DecodedFashion: .@Apple is reportedly hiring fashion-focused staff for its physical stores http://t.co/ZoOnR3u5zV #FTDaily #FashionTech,0,neutral
365,"Why Apple Watch May Be a Luxury Fashion Hit  $AAPL #aapl
http://t.co/e8PoX8RNyx",0,neutral
366,Steve Wozniak Says @Apple Starting In Garage Is A Complete Myth @stevewoz- http://t.co/JyAtqxYwha http://t.co/EaBOxjAoFd,0,neutral
367,Here are the top apps for the iPhone according to @apple http://t.co/6gzv72TrNY #technologya,0,neutral
368,@FastCoExist If you use @Apple congrats you just gave the government permission to spy on you.  #Apple,-1,negative
369,HATE @APPLE SO MUCH. RUIN MY LIFE,-1,negative
370,We need more products like .@Aviate Companies like .@BlackBerry &amp; .@Apple need to embrace the customization of quality themes.,0,neutral
371,Foreign Currency Exchange May Be A Headwind For #Apple #AAPL http://t.co/HH6LjnOq0x,0,neutral
372,RT @QueenCleo_92: Why are your phone chargers so terrible @apple Fix this @Jesus,-1,negative
373,CNBCTV:  #Apple top execs take stand #aapl http://t.co/IeWlOOLdER,0,neutral
374,Why do you hate business so much @Apple?,-1,negative
375,why does @Apple take so long to send you the password reset email #ipod #apple #soslow,-1,negative
376,@apple I hate the microphone shit on the imessage please take it the fuck off,-1,negative
377,Square Launches iOS App for Food Delivery Service Caviar [iOS Blog] http://t.co/l9uaXkPbxU #AAPL,0,neutral
378,Got new cases. :) @apple @applestore @citycreek #slc #citycreek #apple #applestore #red ... http://t.co/eiT3tsudcu http://t.co/BPaOYLImcR,0,neutral
379,"#Rumors #Surface for @@Apple [#Apple] #iPhone6S and #iPhone7 in #2015. (#Wednesday, 3 #December) http://t.co/dC5O4hRKNn",0,neutral
380,Just had to buy a replacement phone charger for my son's iPhone. $40. That's why I'll never buy and @apple product for myself. Just greedy.,-1,negative
381,Since when did @apple stop replacing iPhone units due to defect? Just because I have some scratches on my phone doesn't mean I dropped it.,-1,negative
382,@Apple lol. Yea bro.,0,neutral
383,Barclay's #Apple Analyst Joins The Crowd And Increases Price Target - Forbes #aapl http://t.co/6Z1DwxeCpE,0,neutral
384,7 awesome paid #iPhone and #iPad apps that are free for a limited time via @BGR #aapl http://t.co/AAAkSIIgP0,1,positive
385,@OneRepublic @Apple Ooh my god,0,neutral
386,"Will Apple Inc.'s Profit Margin Continue Upward? $AAPL #aapl
http://t.co/mK7jx2SlhF",0,neutral
387,Hey @Apple what the hell is this hahaha http://t.co/r1Uspl8dHn,-1,negative
388,THIS 16GB IS GOING TO KILL ME. IM THIS CLOSE TO TAKING A SHIT ON MY PHONE @Iphone @apple,-1,negative
389,@ProfessorF @Apple @HP I am a bigger fan of the @LGElectronics G Watch R.,0,neutral
390,STUPID FUCKING IPHONE CHARGERS ARE STUPID AND BREAK TOO EASY FUCK YOU @APPLE,-1,negative
391,Shout out to @Apple for making crappy iPhone alarms that don't go off and make me late for my final..,-1,negative
392,@apple fuck you bitches my phones abrick and stuck on the apple logo,-1,negative
393,"@Apple #iOS8 Notification Center is a pain in the ass: No way to sort, no way to dismiss all notifications, and hitting that [x] on each app",-1,negative
394,It took just one month for the #iPhone6Plus to become the king of #phablets... @Apple is king! #Jobspring #technews http://t.co/mAoSN8Hrrs,1,positive
395,Worst thing I ever did was update the software on my computer. This update is trash @apple,-1,negative
396,yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple,-1,negative
397,RT @saxonidubom: @rwang0 @Apple Thanks...thinking of upgrading.,1,positive
398,.@apple why do your computers like to crash on dead week before finals?,-1,negative
399,How to save a ton of money when you buy your next #iPhone via @BGR #aapl http://t.co/x35kXHBv0E,0,neutral
