id,tweet_text,labeled_brand_or_product,detected_emotion,human_sentiment
220,Paraormal activity: Sanctuary iphone game. Sketching your AR experience. Interactivity through &quot;magic lense&quot; #EduAR #sxsw,,No emotion toward brand or product,neutral
221,Apple IIe ad in the '85 SI swimsuit issue at a garage sale #sxsw {link},,No emotion toward brand or product,neutral
222,Flipboard Adds Instagram Photos and Social Search [Apps] {link} #Apple #SocialSearch #SXSW,,No emotion toward brand or product,neutral
223,Spent the aftrnoon on a frozen lake photographing my brother Scott &amp; the @mention team. Catch them at #SXSW ths weeknd.  {link},,No emotion toward brand or product,neutral
224,"If iPhone alarms botch the timechange, how many #SXSW'ers freak? Late to flights, missed panels, behind on bloody marys...",iPhone,Negative emotion,negative
225,Shouts to all the ladies holding up their iPad 2's at free #sxsw shows to take photos while sipping free beer. /cc: @mention,iPad,Positive emotion,positive
226,"Dj hoodie allen, with all due respect, you should probably make your way back to google #sxsw",,No emotion toward brand or product,neutral
227,I meant I also wish I  at #SXSW #dyac stupid iPhone!,iPhone,Negative emotion,negative
228,"Just what America needs. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,I can't tell,neutral
229,Audioboo: American Dream or Bust {link} #iPad #sxsw #bum #begger #us #socialart #Documentally,,No emotion toward brand or product,neutral
230,Skifta is an app-based media shifting service that turns your Android phone into a ...  #sxsw #mashable #sxswi {link},,No emotion toward brand or product,neutral
231,Rumors of an Apple store opening for #SXSW at 6th &amp; Congress. All signs point to yes! {link},Apple,Positive emotion,positive
232,What does an Apple security guy after he locks up the store..... #sxsw - {link},,No emotion toward brand or product,neutral
233,What does an Apple security guy after he locks up the store..... #sxsw - The Realtime SXSW S... {link} curated by @mention,,No emotion toward brand or product,neutral
234,How I got an iPad 2 during #SXSW!  {link} cc @mention,,No emotion toward brand or product,neutral
235,picked up an ipad 2 at the #sxsw pop up  apple store! only 15 minute wait!,iPad,Positive emotion,positive
236,Brilliant and enlightening game mechanics presentation by @mention from Google #SXSW,Google,Positive emotion,positive
237,GSD&amp;M and Google.....sitting in a tree {link} #sxsw #gsdm,,No emotion toward brand or product,neutral
238,@mention  and here's a pic of you winning your ipad! #unsix #sxsw cc @mention @mention  {link} (cont) {link},,No emotion toward brand or product,neutral
239,My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link},,No emotion toward brand or product,neutral
240,My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link} {link},,No emotion toward brand or product,neutral
241,"I came in and left #sxsw with my iPhone playing the same song, chosen at random: Skream's Listening to the Records on my wall. Appropriate.",,No emotion toward brand or product,neutral
242,marketing and sales GENIUS: {link} #Apple #SXSW,Apple,Positive emotion,positive
243,"Arduino + android = Flaming skulls  {link} Refrigerator Speaks , Salon K, 3:30pm @mention @mention #sxsw #smartthings",,No emotion toward brand or product,neutral
244,Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,,No emotion toward brand or product,neutral
245,iPad 2 vs Android vs The World : Panel at #SXSW today 3:30PM by @mention {link},,No emotion toward brand or product,neutral
246,"Backupify Announces CloudSight Search, the First Searchable Archive Solution for Social Media and Google Apps #SXSW #SXSWi {link}",,No emotion toward brand or product,neutral
247,Google is announcing a social network &quot;Circles&quot; (via #SXSW tweets). Interesting. Myopia will cause Buzz jokes. But this is interesting.,,No emotion toward brand or product,neutral
248,"Do I need any more for #sxsw! ipad, iphone, laptop, dictaphone, vid.camera.... Wow! Love to  meet the REAL 'cerebellum' charged people:)",iPhone,Positive emotion,positive
249,Did u see anything on Google's Circles at the #sxsw? @mention @mention,,No emotion toward brand or product,neutral
250,The #SXSW app for my iPhone is ridiculous. It's my personal planner for the next 5 days.,iPad or iPhone App,Positive emotion,positive
251,Our #sxsw app is now on #android :D huge props to @mention @mention @mention &amp; @mention Get it now: {link},,No emotion toward brand or product,neutral
252,"Found the app kyping my iPhone's geolocation &amp; not releasing when in background. Need a patch, @mention #batterykiller #SXSW",iPad or iPhone App,Negative emotion,negative
253,the #SXSW app on the iPhone is live. RSVP for events from your phone &amp; check out sundayswagger.eventbrite.com 3/20 #scoremore,iPad or iPhone App,Positive emotion,positive
254,My iPhone app screen for #sxsw what am I missing?   {link},,No emotion toward brand or product,neutral
255,Love this app! So awesome. RT @mention Must see #android app at #sxsw &quot;Bizzy&quot; {link},Android App,Positive emotion,positive
256,The #SXSW Apple &quot;pop-up&quot; store was nuts. Was still packed at 11:30. {link},Apple,No emotion toward brand or product,neutral
257,Say what? Apple #sxsw popup store in Austin! {link} ~@mention @mention,,No emotion toward brand or product,neutral
258,"BREAKING: Apple announces partnership w/porn industry for new #ipad2 video chat app called, &quot;O-FaceTime&quot;. #sxsw",,No emotion toward brand or product,neutral
259,Of course Apple built a temp store in Austin. It's Texas. They understand the concept of corralling cattle #SXSW #PickMeUpAniPad2,Apple,Negative emotion,negative
260,Love that Apple didn't let something like not having a retail store near #SXSW keep them away by opening a pop-up store {link},Apple,Positive emotion,positive
261,Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new ... {link} #Cnet,Apple,Positive emotion,positive
262,Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. {link} #cnet,iPad,Positive emotion,positive
263,Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads. http:/ {link},,No emotion toward brand or product,neutral
264,Surprise! Apple has opened a pop-up store in Austin so that the nerds in town for #SXSW can get their new iPads.... {link},Apple,Positive emotion,positive
265,"#technews Apple heads to SXSW, sets up temporary store in Austin {link} #Tech_News #Apple #iPad_2 #Rance_Wilemon #SXSW #tech",,No emotion toward brand or product,neutral
266,���@mention Apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line'  #sxsw,Apple,Positive emotion,positive
267,���@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} #gswsxsw,Apple,Positive emotion,positive
268,���@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch&quot; oh YAY more traffic.,Apple,Negative emotion,negative
269,"The #sxsw Apple Popup Store is open at noon, has a fresh shipment of iPad 2's, and I'm pretty sure I'm going to get one. [fingers crossed]",iPad,Positive emotion,positive
270,"#technews Apple saves SXSW, set to open pop-up store {link} #Tech_News #Apple #SXSW #tech",Apple,Positive emotion,positive
271,"At #SXSW, Apple schools the marketing experts  {link}",,No emotion toward brand or product,neutral
272,"At #SXSW, Apple schools the marketing experts {link}",Apple,Positive emotion,positive
273,"At #SXSW, Apple schools the marketing experts {link} via @mention",Apple,Positive emotion,positive
274,"At #SXSW, Apple schools the marketing experts {link} via @mention &lt;&lt; True. Love or loathe them, no one does marketing like them.",Apple,Positive emotion,positive
275,"At #SXSW, Apple schools the marketing experts | CNET - {link}",Apple,Positive emotion,positive
276,"At #SXSW, Apple schools the marketing experts | CNET Blogs {link} #Austin #ATX #retail",Apple,Positive emotion,positive
277,���@mention Apple store downtown Austin open til Midnight. #sxsw�۝ @mention there's still time :),Apple,Positive emotion,positive
278,���@mention Apple store downtown Austin open til Midnight. #sxsw�۝ any ipad2 left in stock?,,No emotion toward brand or product,neutral
279,@mention  Apple Store on Congress  {link} #sxsw #austin,,No emotion toward brand or product,neutral
280,&quot;The Apple store at the mall on Sunday is 10x as crowded as this. This line is fake. I just need a fucking dongle.&quot; Genius let me in. #sxsw,Apple,Negative emotion,negative
281,2wks only Apple Store in 6th Austin street is now opened. #sxsw,,No emotion toward brand or product,neutral
282,A special Apple store: opening at 6th and Congress for SXSW &amp; ipad 2 launch. www.apple.com/retail/thedomain/  #Apple #iPad2 #sxsw #fb,,No emotion toward brand or product,neutral
283,Makeshift apple store at 6th and congress. You're kidding me. Amazing #sxsw #apple,Apple,Positive emotion,positive
284,Temporary Apple store at #sxsw - huge line. {link},,No emotion toward brand or product,neutral
285,Temporary Apple store at SXSW is really cool...as is the iPad 2 :) #apple #SXSW #fanboy,iPad,Positive emotion,positive
286,Temporary Apple Store being set up for #SXSW... shit now the temptation is going to be out of control.,Apple,Positive emotion,positive
287,"Temporary apple store for #sxsw, line goes around the block {link}",,No emotion toward brand or product,neutral
288,Temporary Apple store opens @mention 6th &amp; Congress tomorrow. #ipad2 #sxsw,,No emotion toward brand or product,neutral
289,Temporary apple store opens at 5pm at 6th and congress. Line already growing. #iPad - view.io {link} via @mention #sxsw,Apple,Positive emotion,positive
290,Temporary Apple Store will be a block from my office! Can't wait to see the line tomorrow. Photos to come... #sxsw #iPad2,Apple,Positive emotion,positive
291,The #sxsw Apple store opens at noon each day and closes when they run out of iPad2s. Why didn't I buy stock 10 years ago?,,No emotion toward brand or product,neutral
292,Base Camp Apple.  #SXSW {link},,No emotion toward brand or product,neutral
293,iPad news apps 'so last year' at #SXSW {link},iPad or iPhone App,Negative emotion,negative
294,10 iPhone Apps you�۪ll Probably Need and Use During #SXSW {link},iPad or iPhone App,Positive emotion,positive
295,Now there are 150 million mobile google maps users @mention #sxsw,Other Google product or service,Positive emotion,positive
296,The lines are already forming at Apple's pop-up store in Austin. Aren't these people here to see the festival? {link} #sxsw,,No emotion toward brand or product,neutral
297,And a few are Android too RT @mention 10 New Mobile Apps I�۪ll Be Using at��#SXSW  {link},Android App,Positive emotion,positive
298,"#Sxsw You are attending SXSW? report what you see with your Android phone, get Bannka app.",,No emotion toward brand or product,neutral
299,"iPad apps are just like software development in that once you release it, you have to start working on the update. #sxsw",iPad or iPhone App,Positive emotion,positive
300,"My tweets are stalled. Data sluggish. Come on AT&amp;T, Verizon is embarrassing iPhone customers who haven't switched. #SXSW #iPhone",,No emotion toward brand or product,neutral
301,"Those who are tweeting that Google is coming out with Circles platform today are outside of the circle, keep up #itsnot #sxsw",,No emotion toward brand or product,neutral
302,���@mention Are you Stupid? Find it out at the #sxsw on your Mac {link} for a special price! #games #Mac�۝,,No emotion toward brand or product,neutral
303,Slate see as much traffic to mobile safari as to their app on the iPad #sxsw #electricnews,,No emotion toward brand or product,neutral
304,Unloading at #apple store corner of 6th and congress in Austin. Temp store for #SXSW  {link},,No emotion toward brand or product,neutral
305,Great day at #SXSW -BUT jaloux of @mention &amp; HIS NEW iPad.Look at him on school bus on 1st day of school {link},,No emotion toward brand or product,neutral
